id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
297,36,services,single,secondary,no,1405,yes,no,cellular,14,apr,283,3,-1,0,unknown,no
298,28,blue-collar,married,tertiary,no,902,yes,no,telephone,28,jul,296,2,-1,0,unknown,no
299,35,blue-collar,single,unknown,no,597,yes,no,cellular,13,may,1309,2,-1,0,unknown,no
300,34,services,divorced,secondary,no,44,no,no,unknown,9,jun,118,1,-1,0,unknown,no
301,58,unknown,divorced,secondary,no,3111,yes,no,unknown,13,may,166,2,-1,0,unknown,no
302,43,technician,married,primary,no,2309,yes,no,cellular,22,jul,578,1,-1,0,unknown,no
303,44,management,married,tertiary,no,0,no,no,unknown,12,jun,72,1,-1,0,unknown,no
304,33,services,single,tertiary,no,1268,yes,no,cellular,6,may,451,1,350,1,other,no
305,40,admin.,married,secondary,yes,-444,no,yes,telephone,30,jul,168,8,-1,0,unknown,no
306,36,blue-collar,divorced,secondary,no,853,no,no,unknown,20,jun,15,12,-1,0,unknown,no
307,39,blue-collar,single,primary,no,1530,yes,no,unknown,9,jun,140,1,-1,0,unknown,no
308,33,management,married,tertiary,no,855,yes,yes,cellular,12,aug,191,2,-1,0,unknown,no
309,37,management,married,tertiary,no,725,no,no,cellular,26,aug,162,13,-1,0,unknown,no
310,30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
311,35,technician,married,secondary,no,-131,yes,no,unknown,6,may,467,2,-1,0,unknown,no
312,33,technician,single,tertiary,no,1805,no,no,cellular,21,aug,211,4,-1,0,unknown,no
313,29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
314,35,self-employed,married,secondary,no,670,no,no,cellular,9,jul,378,1,-1,0,unknown,no
315,55,admin.,divorced,secondary,no,3524,yes,no,unknown,19,may,492,6,-1,0,unknown,no
316,49,blue-collar,married,primary,no,4455,yes,no,cellular,20,nov,140,1,-1,0,unknown,no
317,28,student,single,secondary,no,69,no,no,cellular,30,jan,532,2,-1,0,unknown,yes
318,46,unknown,married,unknown,no,300,yes,no,unknown,16,may,323,3,-1,0,unknown,no
319,41,blue-collar,married,primary,no,1905,yes,no,unknown,2,jun,164,4,-1,0,unknown,no
320,44,management,married,tertiary,no,149,yes,no,cellular,29,jan,507,1,220,2,success,no
321,42,admin.,married,secondary,no,3104,no,no,cellular,8,may,144,2,-1,0,unknown,no
322,36,management,single,tertiary,no,-155,yes,no,cellular,29,jan,94,1,-1,0,unknown,no
323,31,services,married,secondary,no,356,yes,no,unknown,20,jun,228,5,-1,0,unknown,no
324,54,blue-collar,married,primary,no,2102,yes,no,unknown,6,may,76,1,-1,0,unknown,no
325,22,blue-collar,single,primary,no,-168,yes,no,unknown,13,may,160,3,-1,0,unknown,no
326,53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,failure,no
327,56,services,married,secondary,no,1121,yes,no,unknown,15,may,176,2,-1,0,unknown,no
328,49,management,divorced,secondary,no,1598,yes,no,cellular,12,may,76,2,348,1,failure,no
329,39,retired,married,secondary,no,-160,yes,no,unknown,11,jun,203,4,-1,0,unknown,no
330,57,self-employed,married,primary,no,1013,yes,no,unknown,7,may,448,1,-1,0,unknown,no
331,40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,173,1,92,5,success,yes
332,39,management,married,tertiary,no,305,yes,no,unknown,7,may,275,6,-1,0,unknown,no
333,43,blue-collar,married,secondary,no,1035,no,no,cellular,28,jan,122,1,-1,0,unknown,no
334,37,management,married,primary,no,1404,yes,no,cellular,2,feb,97,1,-1,0,unknown,no
335,41,technician,married,secondary,no,10438,yes,no,telephone,15,jul,141,4,-1,0,unknown,no
336,25,admin.,single,tertiary,no,2916,no,no,cellular,12,oct,143,1,-1,0,unknown,no
337,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes
338,53,management,married,tertiary,no,-1,no,no,cellular,12,aug,150,2,-1,0,unknown,no
339,35,services,married,tertiary,no,6,yes,yes,cellular,16,apr,316,2,-1,0,unknown,no
340,58,management,married,tertiary,no,1227,no,no,cellular,8,sep,400,2,95,1,success,yes
341,45,unknown,married,tertiary,no,8564,no,no,cellular,25,aug,53,1,-1,0,unknown,no
342,30,technician,single,secondary,no,1692,yes,yes,unknown,28,may,141,2,-1,0,unknown,no
343,39,admin.,married,secondary,no,0,no,no,cellular,27,jan,366,1,436,10,failure,yes
344,28,blue-collar,married,tertiary,no,417,yes,yes,cellular,6,may,523,2,363,2,failure,no
345,29,technician,single,secondary,no,769,yes,yes,cellular,14,may,67,3,-1,0,unknown,no
346,46,technician,married,secondary,no,9299,no,no,cellular,21,oct,201,5,94,3,success,no
347,31,blue-collar,single,secondary,no,2093,no,no,cellular,7,jul,103,1,-1,0,unknown,no
348,30,technician,married,secondary,no,769,yes,no,cellular,18,may,10,4,-1,0,unknown,no
349,50,technician,married,tertiary,no,5907,yes,yes,cellular,12,aug,338,2,-1,0,unknown,no
350,37,blue-collar,married,unknown,no,969,yes,no,cellular,14,may,343,2,-1,0,unknown,no
351,37,management,married,tertiary,no,216,yes,no,cellular,23,jul,408,3,-1,0,unknown,no
352,47,management,married,primary,no,2793,yes,no,telephone,25,jul,102,4,-1,0,unknown,no
353,33,services,divorced,secondary,no,69,yes,no,cellular,2,feb,300,2,-1,0,unknown,no
354,29,blue-collar,married,primary,no,201,yes,no,cellular,27,mar,101,12,-1,0,unknown,no
355,48,entrepreneur,married,tertiary,no,0,no,yes,cellular,8,aug,85,9,-1,0,unknown,no
356,46,blue-collar,divorced,primary,no,1927,yes,no,unknown,6,may,241,3,-1,0,unknown,no
357,38,blue-collar,married,secondary,no,-579,yes,yes,unknown,28,may,195,2,-1,0,unknown,no
358,40,blue-collar,married,secondary,no,1522,yes,yes,unknown,14,may,168,2,-1,0,unknown,no
359,23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,yes
360,72,retired,married,secondary,no,676,no,no,cellular,25,aug,188,3,-1,0,unknown,no
361,34,admin.,divorced,secondary,no,-220,yes,yes,unknown,12,may,115,4,-1,0,unknown,no
362,37,blue-collar,married,secondary,no,0,no,no,unknown,27,may,33,6,-1,0,unknown,no
363,28,blue-collar,married,secondary,no,1134,no,no,cellular,9,feb,130,3,-1,0,unknown,no
364,46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,unknown,no
365,21,blue-collar,single,secondary,yes,-59,yes,yes,unknown,4,jun,83,1,-1,0,unknown,no
366,33,services,married,secondary,no,1631,yes,no,cellular,20,nov,366,6,-1,0,unknown,no
367,46,blue-collar,married,secondary,no,345,yes,yes,telephone,4,feb,86,1,259,3,other,no
368,31,blue-collar,divorced,secondary,no,-277,yes,no,telephone,17,jul,1008,2,-1,0,unknown,yes
369,55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
370,52,management,married,tertiary,no,4173,no,yes,cellular,21,nov,159,2,-1,0,unknown,no
371,51,admin.,divorced,secondary,no,115,yes,yes,unknown,8,may,136,1,-1,0,unknown,no
372,40,admin.,married,tertiary,no,1108,no,no,cellular,26,oct,61,2,76,3,failure,no
373,36,technician,married,secondary,no,5611,yes,no,unknown,8,may,39,1,-1,0,unknown,no
374,56,technician,married,primary,no,1232,no,no,cellular,7,apr,44,1,-1,0,unknown,no
375,39,management,married,tertiary,no,139,no,yes,unknown,28,may,189,7,-1,0,unknown,no
376,68,retired,divorced,primary,no,250,no,no,cellular,3,feb,360,1,-1,0,unknown,yes
377,45,services,married,unknown,no,8319,no,no,cellular,15,jun,75,2,-1,0,unknown,no
378,38,management,single,tertiary,no,690,yes,no,unknown,20,may,34,1,-1,0,unknown,no
379,30,technician,single,tertiary,no,2427,no,no,cellular,8,aug,261,2,-1,0,unknown,no
380,71,retired,married,unknown,no,362,no,no,telephone,12,feb,139,2,-1,0,unknown,no
381,26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
382,43,blue-collar,married,primary,no,2598,no,no,cellular,5,may,272,2,-1,0,unknown,no
383,57,housemaid,married,secondary,no,992,no,no,unknown,9,jun,329,3,-1,0,unknown,no
384,41,management,married,tertiary,no,2226,no,no,cellular,30,apr,179,1,-1,0,unknown,no
385,47,technician,married,secondary,no,-18,yes,no,telephone,21,jul,105,2,-1,0,unknown,no
386,29,blue-collar,single,secondary,no,558,yes,no,cellular,11,may,142,1,-1,0,unknown,no
387,46,management,divorced,tertiary,no,0,no,no,cellular,20,aug,50,2,-1,0,unknown,no
388,45,services,married,secondary,no,4,yes,no,unknown,20,jun,709,9,-1,0,unknown,no
389,52,technician,married,secondary,no,2095,yes,yes,cellular,19,aug,419,4,-1,0,unknown,no
390,55,unemployed,married,secondary,no,377,no,no,cellular,8,oct,403,1,183,1,success,no
391,31,management,single,tertiary,no,6248,yes,no,unknown,9,may,154,2,-1,0,unknown,no
392,58,management,married,secondary,no,37,no,no,cellular,18,aug,84,11,-1,0,unknown,no
393,54,management,married,tertiary,no,5927,no,no,cellular,6,feb,256,2,-1,0,unknown,no
394,40,management,married,secondary,no,394,yes,no,cellular,16,jul,60,5,-1,0,unknown,no
395,31,management,divorced,tertiary,no,0,yes,no,unknown,7,may,953,3,-1,0,unknown,no
396,55,housemaid,married,primary,no,3680,no,no,unknown,16,jun,131,1,-1,0,unknown,no
397,55,retired,married,tertiary,no,8037,no,no,cellular,3,feb,114,2,-1,0,unknown,no
398,29,services,single,secondary,no,2099,yes,yes,unknown,19,may,171,2,-1,0,unknown,no
399,53,management,married,tertiary,no,210,no,no,cellular,19,aug,96,2,-1,0,unknown,no
400,46,blue-collar,married,primary,no,147,yes,no,cellular,6,may,116,2,169,3,failure,no
401,54,self-employed,married,tertiary,no,1510,no,no,telephone,5,jun,800,2,-1,0,unknown,no
402,30,services,divorced,secondary,no,98,yes,no,unknown,7,may,155,1,-1,0,unknown,no
403,43,admin.,married,secondary,no,429,yes,yes,unknown,3,jun,35,32,-1,0,unknown,no
404,24,services,single,secondary,no,-248,yes,no,unknown,16,may,187,1,-1,0,unknown,no
405,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
406,49,blue-collar,divorced,primary,no,514,no,no,cellular,17,nov,221,1,-1,0,unknown,no
407,28,admin.,single,unknown,no,174,no,no,cellular,28,sep,184,1,-1,0,unknown,no
408,32,services,married,secondary,no,0,yes,yes,unknown,7,may,255,2,-1,0,unknown,no
409,31,blue-collar,single,unknown,no,667,yes,no,unknown,28,may,80,3,-1,0,unknown,no
410,33,management,married,tertiary,no,540,no,no,cellular,11,aug,79,4,-1,0,unknown,no
411,47,management,single,tertiary,no,714,yes,no,cellular,7,may,609,1,-1,0,unknown,no
412,48,services,married,primary,no,483,no,no,cellular,6,aug,119,2,-1,0,unknown,no
413,39,admin.,married,secondary,no,835,yes,no,unknown,5,jun,135,1,-1,0,unknown,no
414,37,management,divorced,secondary,no,1448,yes,no,cellular,11,jul,71,2,-1,0,unknown,no
415,43,blue-collar,divorced,secondary,no,-259,no,no,cellular,17,nov,732,1,171,2,other,no
416,36,technician,married,secondary,no,-78,yes,no,cellular,6,may,346,1,-1,0,unknown,no
417,44,admin.,single,secondary,no,469,yes,yes,cellular,12,may,158,2,-1,0,unknown,no
418,50,blue-collar,married,primary,no,5776,no,no,cellular,18,nov,49,3,-1,0,unknown,no
419,32,management,married,tertiary,no,2044,yes,no,cellular,19,nov,477,1,-1,0,unknown,no
420,33,blue-collar,married,secondary,no,23,yes,no,cellular,5,may,173,1,-1,0,unknown,no
421,42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,2,89,5,success,yes
422,19,student,single,unknown,no,779,no,no,cellular,1,apr,184,4,-1,0,unknown,yes
423,46,admin.,married,secondary,no,186,yes,no,cellular,11,may,643,2,-1,0,unknown,no
424,45,management,single,tertiary,no,1269,no,no,unknown,20,jun,55,7,-1,0,unknown,no
425,40,blue-collar,married,secondary,no,-365,yes,no,unknown,19,may,44,43,-1,0,unknown,no
426,52,housemaid,married,secondary,no,234,no,no,cellular,20,nov,208,1,-1,0,unknown,no
427,37,admin.,married,secondary,no,-255,yes,no,unknown,26,may,96,2,-1,0,unknown,no
428,31,self-employed,single,tertiary,no,1820,yes,no,unknown,20,may,68,1,-1,0,unknown,no
429,58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes
430,40,admin.,married,secondary,no,3234,no,no,unknown,6,jun,82,1,-1,0,unknown,no
431,23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,yes
432,30,technician,married,secondary,no,0,yes,no,cellular,14,may,47,3,-1,0,unknown,no
433,53,housemaid,single,primary,no,1238,no,no,unknown,17,jun,23,3,-1,0,unknown,no
434,34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
435,41,services,divorced,secondary,yes,-198,no,yes,unknown,14,may,133,1,-1,0,unknown,no
436,40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
437,48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,yes
438,43,housemaid,married,secondary,no,743,no,yes,cellular,23,jul,323,3,-1,0,unknown,no
439,32,technician,single,secondary,no,493,no,no,cellular,13,aug,289,2,-1,0,unknown,no
440,39,services,married,secondary,no,1323,yes,yes,telephone,16,jul,188,1,-1,0,unknown,no
441,27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
442,50,retired,married,secondary,no,1227,no,no,cellular,29,jan,380,2,-1,0,unknown,no
443,42,management,married,tertiary,no,976,no,no,cellular,19,aug,164,1,-1,0,unknown,yes
444,29,management,single,tertiary,no,2531,no,no,cellular,19,aug,634,1,-1,0,unknown,yes
445,29,services,single,secondary,no,2800,no,no,cellular,16,jun,202,1,-1,0,unknown,no
446,31,student,single,tertiary,no,744,no,no,cellular,20,aug,124,3,-1,0,unknown,no
447,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
448,29,management,single,secondary,no,0,yes,yes,unknown,27,may,92,2,-1,0,unknown,no
449,56,housemaid,married,primary,no,0,no,no,cellular,26,aug,102,2,-1,0,unknown,no
450,40,blue-collar,divorced,secondary,no,0,yes,no,cellular,15,may,21,2,-1,0,unknown,no
451,54,services,married,secondary,no,386,yes,no,cellular,2,aug,155,2,-1,0,unknown,no
452,26,self-employed,divorced,secondary,no,165,yes,no,cellular,29,jul,162,4,-1,0,unknown,no
453,47,blue-collar,married,tertiary,no,1707,no,no,cellular,27,aug,71,7,-1,0,unknown,no
454,45,technician,married,secondary,no,999,yes,no,unknown,16,may,656,2,-1,0,unknown,no
455,55,entrepreneur,married,primary,no,298,yes,no,unknown,8,may,144,3,-1,0,unknown,no
456,50,blue-collar,married,secondary,no,1604,yes,no,unknown,15,may,267,5,-1,0,unknown,no
457,35,management,single,tertiary,no,1531,yes,no,cellular,19,nov,127,1,-1,0,unknown,no
458,29,management,married,tertiary,no,451,no,no,cellular,4,aug,152,1,92,2,failure,no
459,49,blue-collar,married,secondary,no,825,yes,no,cellular,17,jul,22,1,-1,0,unknown,no
460,32,management,single,tertiary,no,2974,yes,no,cellular,20,apr,169,1,-1,0,unknown,no
461,27,blue-collar,single,secondary,no,3145,no,no,cellular,25,jun,374,1,179,2,success,yes
462,51,blue-collar,married,secondary,no,26,yes,no,unknown,5,may,79,1,-1,0,unknown,no
463,33,management,single,tertiary,no,1160,yes,yes,cellular,7,jul,139,1,391,2,failure,no
464,32,blue-collar,single,secondary,no,160,yes,no,telephone,29,jan,48,1,265,1,failure,no
465,32,services,married,secondary,no,315,no,no,cellular,4,aug,149,1,-1,0,unknown,no
466,45,admin.,married,secondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,no
467,43,blue-collar,married,primary,no,-423,yes,yes,cellular,11,may,457,1,-1,0,unknown,no
468,30,services,single,tertiary,no,44,no,no,unknown,16,jun,108,2,-1,0,unknown,no
469,34,admin.,single,tertiary,no,18,yes,no,cellular,6,may,285,1,288,17,other,no
470,32,management,single,tertiary,no,334,no,no,cellular,22,aug,944,14,-1,0,unknown,no
471,28,management,single,tertiary,no,-386,yes,no,cellular,18,may,59,2,-1,0,unknown,no
472,34,services,single,tertiary,no,239,no,no,cellular,28,jan,699,2,-1,0,unknown,no
473,42,technician,married,secondary,no,738,no,no,unknown,20,jun,20,3,-1,0,unknown,no
474,34,management,married,tertiary,no,3167,yes,yes,cellular,21,nov,152,1,-1,0,unknown,no
475,45,management,divorced,tertiary,no,3150,yes,no,cellular,17,nov,101,2,-1,0,unknown,no
476,36,student,single,secondary,no,904,no,no,unknown,20,jun,10,8,-1,0,unknown,no
477,45,technician,married,primary,no,6535,no,no,cellular,30,jul,639,2,-1,0,unknown,no
478,35,technician,married,secondary,no,222,yes,no,cellular,18,nov,233,1,190,6,failure,no
479,59,management,single,secondary,no,671,yes,yes,unknown,15,may,157,5,-1,0,unknown,no
480,38,blue-collar,single,secondary,no,238,yes,no,cellular,8,may,86,1,366,2,failure,no
481,41,blue-collar,divorced,primary,no,320,yes,no,unknown,26,may,511,1,-1,0,unknown,no
482,40,management,divorced,tertiary,no,3355,no,no,cellular,1,jun,212,1,-1,0,unknown,no
483,32,services,single,tertiary,no,143,yes,yes,cellular,22,jul,115,3,-1,0,unknown,no
484,34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown,no
485,54,retired,married,secondary,no,2626,no,no,cellular,19,nov,221,2,190,2,failure,no
486,38,blue-collar,divorced,primary,no,-258,yes,no,cellular,14,may,134,2,370,4,other,no
487,48,blue-collar,married,primary,no,476,no,no,cellular,11,aug,856,3,-1,0,unknown,yes
488,30,entrepreneur,married,secondary,no,392,yes,no,cellular,6,may,124,1,167,3,failure,no
489,34,blue-collar,married,secondary,no,259,yes,no,cellular,14,may,291,2,-1,0,unknown,no
490,35,blue-collar,single,secondary,no,510,yes,no,unknown,16,may,81,6,-1,0,unknown,no
491,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown,yes
492,43,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,242,1,-1,0,unknown,no
493,56,technician,divorced,tertiary,no,401,yes,no,telephone,20,nov,26,1,-1,0,unknown,no
494,38,technician,married,secondary,no,114,no,no,cellular,11,jul,117,3,-1,0,unknown,no
495,30,management,married,tertiary,no,6432,yes,no,cellular,5,may,334,6,165,5,failure,no
496,30,admin.,single,secondary,no,705,yes,no,unknown,4,jun,235,1,-1,0,unknown,no
497,32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,440,2,-1,0,unknown,yes
498,56,admin.,married,secondary,no,1671,no,no,cellular,28,may,158,2,-1,0,unknown,no
499,54,management,married,tertiary,no,1502,no,no,cellular,20,nov,43,3,-1,0,unknown,no
500,43,management,married,secondary,no,3301,yes,yes,cellular,26,mar,278,2,-1,0,unknown,no
501,39,blue-collar,married,primary,no,579,yes,yes,cellular,5,may,98,4,-1,0,unknown,no
502,31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,3,-1,0,unknown,yes
503,30,management,single,tertiary,no,1637,yes,no,cellular,13,aug,163,3,-1,0,unknown,no
504,41,services,married,secondary,no,96,yes,no,unknown,30,may,136,2,-1,0,unknown,no
505,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
506,42,blue-collar,married,secondary,no,9359,yes,no,unknown,15,may,197,1,-1,0,unknown,no
507,41,technician,single,secondary,no,134,no,yes,cellular,11,aug,153,4,-1,0,unknown,no
508,47,blue-collar,single,secondary,no,1976,no,yes,cellular,20,nov,82,1,-1,0,unknown,no
509,36,management,single,tertiary,no,2239,yes,yes,unknown,30,jun,93,3,-1,0,unknown,no
510,35,technician,married,secondary,no,198,no,no,cellular,27,aug,282,13,-1,0,unknown,no
511,49,technician,divorced,secondary,no,-54,yes,yes,cellular,25,jul,214,1,-1,0,unknown,no
512,43,management,married,secondary,no,107,yes,yes,telephone,28,oct,135,1,-1,0,unknown,yes
513,26,services,married,secondary,no,549,no,no,unknown,3,jul,149,1,-1,0,unknown,no
514,34,management,married,tertiary,no,1352,no,no,cellular,8,aug,265,2,-1,0,unknown,no
515,35,self-employed,married,secondary,no,1256,yes,no,cellular,22,aug,73,7,-1,0,unknown,no
516,26,blue-collar,married,primary,yes,-683,yes,yes,unknown,27,may,446,1,-1,0,unknown,no
517,48,admin.,married,secondary,no,17957,no,no,unknown,18,jun,700,7,-1,0,unknown,no
